task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,lr_scheduler,max_n_segments,input_size,num_mem_tokens,model_path,num_steps,best_valid_exact_match,key_size,value_size,num_pairs
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd64.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,64,linear,2,,4,../runs/test/associative_retrieval//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs64_regular_bptt-2_4l4hd64/run_1,1050,1.0,4,4,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/gpt2_tiny_4l4hd64.json,transformers:GPT2LMHeadModel,decoder,0.0001,64,linear,3,,4,../runs/test/associative_retrieval//lr1e-04_linear_adamw_wd1e-03_k4-v4-p2-3x2048_mem4_bs64_regular_bptt-3_4l4hd64/run_1,5000,0.6398000121116638,4,4,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/gpt2_tiny_4l4hd64.json,transformers:GPT2LMHeadModel,decoder,0.0001,64,linear,3,,4,../runs/test/associative_retrieval//lr1e-04_linear_adamw_wd1e-03_k4-v4-p2-3x2048_mem4_bs64_regular_bptt-3_4l4hd64/run_1,5000,0.27880001068115234,4,4,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd64.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,64,linear,4,,4,../runs/test/associative_retrieval//lr1e-04_linear_adamw_wd1e-03_k4-v4-p3-4x2048_mem4_bs64_regular_bptt-4_4l4hd64/run_2,600,0.0,4,4,3
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128/run_1,300,0.0,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128/run_1,2000,1.0,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,3,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p2-3x2048_mem4_bs512_regular_bptt-3_4l4hd128/run_1,10000,1.0,1,1,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,4,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p3-4x2048_mem4_bs512_regular_bptt-4_4l4hd128/run_1,10000,1.0,1,1,3
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,6,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p5-6x2048_mem4_bs512_regular_bptt-6_4l4hd128/run_1,10000,0.9980000257492065,1,1,5
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,11,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p10-11x2048_mem4_bs512_regular_bptt-11_4l4hd128/run_1,10000,1.0,1,1,10
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,21,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p20-21x2048_mem4_bs512_regular_bptt-21_4l4hd128/run_1,10000,0.8640000224113464,2,1,20
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,41,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p40-41x2048_mem4_bs512_regular_bptt-41_4l4hd128/run_1,10000,0.7269999980926514,2,1,40
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,51,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p50-51x2048_mem4_bs512_regular_bptt-51_4l4hd128/run_1,30000,0.8399999737739563,2,1,50
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.00015,128,linear,21,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p20-21x2048_mem4_bs512_regular_bptt-21_4l4hd128_continue/run_1,0,0.8640000224113464,2,1,20
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,3,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k3-v1-p2-3x2048_mem4_bs512_regular_bptt-3_4l4hd128/run_2,10000,1.0,3,1,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,4,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k3-v1-p3-4x2048_mem4_bs512_regular_bptt-4_4l4hd128/run_2,2600,1.0,3,1,3
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k3-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128/run_2,2000,1.0,3,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128_eval_from_p1/run_1,0,1.0,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128_eval_from_p1/run_1,0,1.0,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128_eval_from_p1/run_1,0,1.0,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128_eval_from_p1/run_1,0,1.0,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,3,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p2-3x2048_mem4_bs512_regular_bptt-3_4l4hd128_eval_from_p2/run_1,0,1.0,1,1,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,3,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p2-3x2048_mem4_bs512_regular_bptt-3_4l4hd128_eval_from_p2/run_1,0,1.0,1,1,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,3,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p2-3x2048_mem4_bs512_regular_bptt-3_4l4hd128_eval_from_p2/run_1,0,1.0,1,1,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128_eval_from_p2/run_1,0,0.9769999980926514,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,2,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p1-2x2048_mem4_bs512_regular_bptt-2_4l4hd128_eval_from_p3/run_1,0,0.9309999942779541,1,1,1
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,3,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p2-3x2048_mem4_bs512_regular_bptt-3_4l4hd128_eval_from_p1/run_1,0,0.5289999842643738,1,1,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,3,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p2-3x2048_mem4_bs512_regular_bptt-3_4l4hd128_eval_from_p3/run_1,0,0.9990000128746033,1,1,2
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,4,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p3-4x2048_mem4_bs512_regular_bptt-4_4l4hd128_eval_from_p1/run_1,0,0.382999986410141,1,1,3
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,4,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p3-4x2048_mem4_bs512_regular_bptt-4_4l4hd128_eval_from_p2/run_1,0,0.593999981880188,1,1,3
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,4,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p3-4x2048_mem4_bs512_regular_bptt-4_4l4hd128_eval_from_p3/run_1,0,1.0,1,1,3
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,6,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p5-6x2048_mem4_bs512_regular_bptt-6_4l4hd128_eval_from_p1/run_1,0,0.25999999046325684,1,1,5
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,6,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p5-6x2048_mem4_bs512_regular_bptt-6_4l4hd128_eval_from_p2/run_1,0,0.3089999854564667,1,1,5
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,6,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p5-6x2048_mem4_bs512_regular_bptt-6_4l4hd128_eval_from_p3/run_1,0,0.5019999742507935,1,1,5
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,11,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p10-11x2048_mem4_bs512_regular_bptt-11_4l4hd128_eval_from_p1/run_1,0,0.0,1,1,10
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,128,linear,6,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k3-v1-p5-6x2048_mem4_bs512_regular_bptt-6_4l4hd128/run_2,5700,1.0,3,1,5
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,11,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p10-11x2048_mem4_bs512_regular_bptt-11_4l4hd128_eval_from_p2/run_1,0,0.12200000137090683,1,1,10
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,11,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k1-v1-p10-11x2048_mem4_bs512_regular_bptt-11_4l4hd128_eval_from_p3/run_1,0,0.11299999803304672,1,1,10
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,21,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p20-21x2048_mem4_bs512_regular_bptt-21_4l4hd128_eval_from_p1/run_1,0,0.0,2,1,20
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,21,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p20-21x2048_mem4_bs512_regular_bptt-21_4l4hd128_eval_from_p2/run_1,0,0.05999999865889549,2,1,20
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,21,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p20-21x2048_mem4_bs512_regular_bptt-21_4l4hd128_eval_from_p3/run_1,0,0.0729999989271164,2,1,20
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,41,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p40-41x2048_mem4_bs512_regular_bptt-41_4l4hd128_eval_from_p1/run_1,0,0.0,2,1,40
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,41,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p40-41x2048_mem4_bs512_regular_bptt-41_4l4hd128_eval_from_p2/run_1,0,0.0689999982714653,2,1,40
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,41,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p40-41x2048_mem4_bs512_regular_bptt-41_4l4hd128_eval_from_p3/run_1,0,0.061000000685453415,2,1,40
associative_retrieval,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4hd128.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0003,2048,linear,51,,4,../runs/test/associative_retrieval/gpt-neox/lr3e-04_linear_adamw_wd1e-03_k2-v1-p50-51x2048_mem4_bs512_regular_bptt-51_4l4hd128_eval_from_p1/run_1,0,0.0,2,1,50
